,_month_,year,oil_companies_,quantity_000_metric_tonnes_
471,July,2023,"CPCL-MANALI, TAMILNADU",1040.15
472,July,2023,"MRPL-MANGALORE,KARNATAKA",1438.50
473,July,2023,ONGC TOTAL,1443.88
474,July,2023,"HPCL-VISAKH,ANDHRA PRADESH",1108.69
475,July,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1102.12
476,August,2023,"IOCL-PANIPAT, HARYANA",1230.31
477,August,2023,"IOCL-PARADIP,ODISHA",1429.01
478,August,2023,IOCL TOTAL,6252.46
479,August,2023,BORL-BINA,485.24
480,August,2023,BPCL-TOTAL,3217.68
481,September,2023,"IOCL-KOYALI, GUJARAT",1169.64
482,September,2023,"IOCL-PARADIP,ODISHA",1172.85
483,September,2023,CPCL-TOTAL,1007.97
484,September,2023,ONGC TOTAL,769.08
485,September,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1074.65
486,October,2023,"IOCL-PANIPAT, HARYANA",1300.18
487,October,2023,"BPCL-KOCHI, KERALA",1543.83
488,October,2023,BORL-BINA,710.06
489,October,2023,"HPCL-MUMBAI,MAHARASHTRA",898.01
490,October,2023,"NEL-VADINAR,GUJARAT",1726.29
491,October,2023,GRAND TOTAL,20562.37
492,November,2023,"IOCL-KOYALI, GUJARAT",1290.12
493,November,2023,"IOCL-MATHURA, UTTAR PRADESH",864.52
494,November,2023,"IOCL-DIGBOI,ASSAM",66.30
495,November,2023,"IOCL-BONGAIGAON,ASSAM",249.59
496,November,2023,IOCL TOTAL,6319.06
497,November,2023,CPCL-TOTAL,1001.04
498,November,2023,BPCL-TOTAL,3117.07
499,November,2023,ONGC TOTAL,1503.80
500,November,2023,"HMEL-GGSR, BATHINDA, PUNJAB",1074.42
501,December,2023,"IOCL-GUWAHATI,ASSAM",97.18
502,December,2023,"IOCL-BONGAIGAON,ASSAM",255.87
503,December,2023,IOCL TOTAL,6526.50
504,December,2023,"CPCL-MANALI, TAMILNADU",820.50
505,December,2023,BORL-BINA,666.16
506,December,2023,"NRL-NUMALIGARH, ASSAM",287.17
507,December,2023,"HPCL-VISAKH,ANDHRA PRADESH",907.85
508,January,2024,"IOCL-PANIPAT, HARYANA",1213.87
509,January,2024,CPCL-TOTAL,1001.24
510,January,2024,"HPCL-VISAKH,ANDHRA PRADESH",1180.36
511,January,2024,HPCL-TOTAL,2886.15
512,January,2024,"RIL-(SEZ), JAMNAGAR,GUJARAT",2615.91
513,January,2024,GRAND TOTAL,22566.05
514,February,2024,"IOCL-HALDIA, WEST BENGAL",678.34
515,February,2024,"IOCL-MATHURA, UTTAR PRADESH",793.51
516,February,2024,"BPCL-KOCHI, KERALA",1203.80
517,February,2024,BORL-BINA,663.63
518,February,2024,"NRL-NUMALIGARH, ASSAM",261.60
519,February,2024,HPCL-TOTAL,2818.23
520,February,2024,"NEL-VADINAR,GUJARAT",1622.29
521,February,2024,GRAND TOTAL,20876.75
522,March,2024,"IOCL-PANIPAT, HARYANA",1105.09
523,March,2024,CPCL-TOTAL,1072.31
524,April,2022,"IOCL-BARAUNI,BIHAR",550.61
525,April,2022,"IOCL-MATHURA, UTTAR PRADESH",805.13
526,April,2022,"IOCL-DIGBOI,ASSAM",58.03
527,April,2022,"IOCL-BONGAIGAON,ASSAM",209.04
528,April,2022,"HPCL-MUMBAI,MAHARASHTRA",731.49
529,April,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2116.64
530,April,2022,RIL TOTAL,5150.91
531,May,2022,"CPCL-MANALI, TAMILNADU",1005.44
532,May,2022,CPCL-TOTAL,1005.44
533,May,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1111.19
534,June,2022,"IOCL-MATHURA, UTTAR PRADESH",867.72
535,June,2022,"IOCL-GUWAHATI,ASSAM",92.08
536,June,2022,"IOCL-DIGBOI,ASSAM",60.93
537,June,2022,"CPCL-MANALI, TAMILNADU",972.61
538,June,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.72
539,June,2022,HPCL-TOTAL,2712.01
540,July,2022,"IOCL-PANIPAT, HARYANA",1154.63
541,July,2022,"IOCL-PARADIP,ODISHA",1346.24
542,July,2022,"CPCL-MANALI, TAMILNADU",975.07
543,July,2022,"BPCL-KOCHI, KERALA",1423.65
544,July,2022,"NRL-NUMALIGARH, ASSAM",261.07
545,July,2022,ONGC TOTAL,1433.34
546,July,2022,"HPCL-VISAKH,ANDHRA PRADESH",683.83
547,July,2022,GRAND TOTAL,21423.24
548,August,2022,"IOCL-GUWAHATI,ASSAM",91.19
549,August,2022,"IOCL-PARADIP,ODISHA",2.10
550,August,2022,CPCL-TOTAL,940.43
551,August,2022,RIL TOTAL,5176.59
552,September,2022,"IOCL-KOYALI, GUJARAT",1270.87
553,September,2022,"IOCL-PANIPAT, HARYANA",1153.66
554,September,2022,CPCL-TOTAL,961.61
555,September,2022,"BPCL-KOCHI, KERALA",1155.88
556,September,2022,"MRPL-MANGALORE,KARNATAKA",1329.62
557,September,2022,ONGC TOTAL,1336.44
558,September,2022,"HPCL-VISAKH,ANDHRA PRADESH",814.04
559,September,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",1838.73
560,October,2022,BORL-BINA,705.16
561,October,2022,"HPCL-MUMBAI,MAHARASHTRA",761.39
562,October,2022,"RIL,JAMNAGAR,GUJARAT",2931.62
563,November,2022,"IOCL-PANIPAT, HARYANA",699.93
564,November,2022,"IOCL-GUWAHATI,ASSAM",89.34
565,November,2022,IOCL TOTAL,5796.21
566,November,2022,"MRPL-MANGALORE,KARNATAKA",1461.60
567,November,2022,"HPCL-VISAKH,ANDHRA PRADESH",801.28
568,November,2022,"HMEL-GGSR, BATHINDA, PUNJAB",978.05
569,November,2022,"NEL-VADINAR,GUJARAT",25.55
570,November,2022,GRAND TOTAL,19580.02
571,December,2022,"IOCL-HALDIA, WEST BENGAL",731.49
572,December,2022,IOCL TOTAL,6161.15
573,December,2022,"BPCL-KOCHI, KERALA",1506.63
574,December,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2467.05
575,December,2022,RIL TOTAL,5307.90
576,January,2023,"IOCL-KOYALI, GUJARAT",1259.75
577,January,2023,"IOCL-HALDIA, WEST BENGAL",704.67
578,January,2023,"IOCL-DIGBOI,ASSAM",62.73
579,January,2023,"IOCL-BONGAIGAON,ASSAM",253.07
580,January,2023,"NRL-NUMALIGARH, ASSAM",284.05
581,January,2023,GRAND TOTAL,22809.58
582,February,2023,"IOCL-MATHURA, UTTAR PRADESH",740.61
583,February,2023,"IOCL-PANIPAT, HARYANA",1208.35
584,February,2023,"BPCL-KOCHI, KERALA",1406.51
585,February,2023,"RIL,JAMNAGAR,GUJARAT",2575.91
586,February,2023,"NEL-VADINAR,GUJARAT",1568.22
587,March,2023,"IOCL-BONGAIGAON,ASSAM",257.73
588,March,2023,"BPCL-KOCHI, KERALA",1542.02
589,March,2023,BPCL-TOTAL,3636.00
590,March,2023,"NRL-NUMALIGARH, ASSAM",205.02
591,March,2023,ONGC TOTAL,1507.19
592,March,2023,"HPCL-MUMBAI,MAHARASHTRA",873.83
593,March,2023,"HPCL-VISAKH,ANDHRA PRADESH",874.03
594,April,2021,BORL-BINA,648.00
595,April,2021,"NRL-NUMALIGARH, ASSAM",221.00
596,April,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
597,April,2021,ONGC TOTAL,1107.00
598,April,2021,"HPCL-MUMBAI,MAHARASHTRA",41.00
599,April,2021,"RIL,JAMNAGAR,GUJARAT",2773.00
600,May,2021,"IOCL-KOYALI, GUJARAT",1042.00
601,May,2021,"IOCL-HALDIA, WEST BENGAL",624.00
602,May,2021,"IOCL-DIGBOI,ASSAM",61.00
603,May,2021,"BPCL-KOCHI, KERALA",910.00
604,May,2021,BORL-BINA,519.00
605,May,2021,"MRPL-MANGALORE,KARNATAKA",961.00
606,May,2021,ONGC TOTAL,968.00
607,May,2021,"HPCL-VISAKH,ANDHRA PRADESH",737.00
608,June,2021,"BPCL-MUMBAI, MAHARASHTRA",1029.00
609,June,2021,"BPCL-KOCHI, KERALA",1016.00
610,June,2021,"MRPL-MANGALORE,KARNATAKA",1010.00
611,June,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1063.00
612,June,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2530.00
613,July,2021,"CPCL-MANALI, TAMILNADU",819.00
614,July,2021,BORL-BINA,623.00
615,July,2021,"RIL,JAMNAGAR,GUJARAT",2743.00
616,July,2021,RIL TOTAL,5027.00
617,July,2021,"NEL-VADINAR,GUJARAT",1677.00
618,August,2021,"IOCL-MATHURA, UTTAR PRADESH",643.00
619,August,2021,"BPCL-MUMBAI, MAHARASHTRA",1286.00
620,August,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1112.00
621,September,2021,"IOCL-DIGBOI,ASSAM",60.00
622,September,2021,"IOCL-BONGAIGAON,ASSAM",219.00
623,September,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
624,September,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1079.00
625,September,2021,"RIL,JAMNAGAR,GUJARAT",2841.00
626,September,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2361.00
627,October,2021,"IOCL-PANIPAT, HARYANA",1315.00
628,October,2021,"IOCL-PARADIP,ODISHA",877.00
629,October,2021,"CPCL-MANALI, TAMILNADU",500.00
630,October,2021,BPCL-TOTAL,3213.00
631,October,2021,"HPCL-MUMBAI,MAHARASHTRA",535.00
632,October,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2644.00
633,November,2021,"IOCL-HALDIA, WEST BENGAL",708.00
634,November,2021,"IOCL-GUWAHATI,ASSAM",83.00
635,November,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7.00
636,November,2021,"MRPL-MANGALORE,KARNATAKA",1468.00
637,December,2021,"IOCL-BARAUNI,BIHAR",602.00
638,December,2021,"IOCL-PANIPAT, HARYANA",1298.00
639,December,2021,IOCL TOTAL,5905.00
640,December,2021,"CPCL-MANALI, TAMILNADU",840.00
641,December,2021,CPCL-TOTAL,840.00
642,December,2021,"MRPL-MANGALORE,KARNATAKA",1434.00
643,December,2021,"RIL,JAMNAGAR,GUJARAT",3019.00
